,,Market Value of U.S. Holdings of Foreign Securities at the End of the Year Shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,Millions of dollars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017,2017,2017,2017,2016,2016,2016,2016,2015,2015,2015,2015,2014,2014,2014,2014,2013,2013,2013,2013,2012,2012,2012,2012,2011,2011,2011,2011,2010,2010,2010,2010,2009,2009,2009,2009,2008,2008,2008,2008,2007,2007,2007,2007,2006,2006,2006,2006,2005,2005,2005,2005,2004,2004,2004,2004,2003,2003,2003,2003,2001,2001,2001,2001,1997,1997,1997,1997,1994,1994,1994,1994
Country code,Country,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt
40819,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
30201,Bolivia,156,17,138,0,49,17,29,3,58,0,58,0,151,0,151,0,191,0,191,0,95,0,95,0,0,0,0,0,*,0,*,0,0,0,0,0,*,0,*,0,10,0,10,0,*,0,*,0,n.a.,0,n.a.,0,0,0,0,0,3,2,n.a.,1,3,n.a.,n.a.,3,12,n.a.,12,n.a.,1,*,1,n.a.
36161,"Bonaire, Sint Eustatius, and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
14109,Bosnia and Herzegovina,10,0,10,0,22,0,22,0,130,0,130,0,86,0,86,0,89,0,89,0,81,0,81,0,102,0,102,0,29,0,29,0,110,0,110,0,20,*,20,0,90,0,90,0,72,0,72,0,114,0,114,0,149,4,145,0,50,0,50,0,11,1,10,0,3,0,3,n.a.,0,0,0,n.a.
50504,Botswana,45,45,0,0,48,48,0,0,79,78,1,0,99,98,1,0,69,68,1,0,68,66,1,0,63,63,0,0,45,45,0,0,40,40,0,0,11,11,0,0,6,5,1,0,4,4,1,0,5,3,1,0,7,3,4,0,4,3,2,0,23,20,2,1,147,131,16,n.a.,1,1,0,n.a.
30309,Brazil,"182,233","147,886","33,906",440,"150,929","108,065","42,416",448,"116,193","66,053","49,793",348,"165,863","109,379","56,457",27,"179,869","128,765","50,833",271,"216,116","150,015","65,808",293,"196,178","154,650","41,388",140,"235,128","193,900","40,571",658,"212,809","180,325","32,420",64,"91,453","72,070","18,906",477,"188,888","172,662","16,181",44,"110,294","92,045","18,211",38,"90,286","68,560","21,697",28,"62,999","43,104","19,885",10,"50,229","31,781","18,365",83,"34,130","21,801","11,652",677,"51,656","31,338","20,318",n.a.,"12,013","8,447","3,566",n.a.
60208,British Indian Ocean Territory,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,16,16,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
35807,British Virgin Islands (3),"67,067","52,712","14,355",0,"63,970","53,059","10,911",0,"62,701","50,496","12,064",141,"76,554","62,673","13,773",107,"61,698","52,184","9,424",90,"60,416","54,145","6,271",0,"48,047","42,917","5,130",0,"15,921","11,992","3,930",0,"10,314","8,193","2,121",*,"8,876","6,747","2,129",0,"14,979","11,292","3,687",*,"10,996","8,178","2,818",0,"8,383","5,899","2,449",34,"4,467","3,716",747,4,"3,599","2,269","1,330",n.a.,"2,011","1,774",237,0,"1,138",698,440,n.a.,n.a.,n.a.,n.a.,n.a.
36005,British West Indies (3),n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"10,803","6,536","4,267",n.a.
41009,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
