,PERIOD,PARTNER,REPORTER,PRODUCT,FLOW,INDICATORS,Value,Per
693,Jan.-Dec. 2016,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"694,200,347",0.058351175
722,Jan.-Dec. 2016,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"21,646,410,463",2.280543076
751,Jan.-Dec. 2016,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"30,674,912,530",1.373056126
780,Jan.-Dec. 2016,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"6,816,366,315",0.130278936
809,Jan.-Dec. 2016,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"183,782,596,566",4.902009273
838,Jan.-Dec. 2016,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"269,293,194,859",1.412878595
867,Jan.-Dec. 2016,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"72,269,280,722",0.159508149
896,Jan.-Dec. 2016,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"11,130,008,979",0.032585573
925,Jan.-Dec. 2016,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"14,333,591,129",0.171867065
954,Jan.-Dec. 2016,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"1,959,473,835",0.076951956
983,Jan.-Dec. 2016,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"17,122,751,632",1.050922688
2030,Jan.-Dec. 2019,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2031,Jan.-Dec. 1991,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2032,Jan.-Dec. 1992,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2033,Jan.-Dec. 1993,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2034,Jan.-Dec. 1994,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2035,Jan.-Dec. 1995,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2036,Jan.-Dec. 1996,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2037,Jan.-Dec. 1997,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2038,Jan.-Dec. 1998,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2039,Jan.-Dec. 1999,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1012,Jan.-Dec. 2016,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"74,950,440,656",#VALUE!
1041,Jan.-Dec. 2016,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"25,866,458,326",#VALUE!
1070,Jan.-Dec. 2016,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"58,927,170,747",0.584496958
1099,Jan.-Dec. 2016,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"59,303,130,543",0.699381913
1128,Jan.-Dec. 2016,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,794,441,922",0.065925925
1157,Jan.-Dec. 2016,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"183,856,021,097",2.740129253
1186,Jan.-Dec. 2016,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"233,412,888,872",1.21790934
1215,Jan.-Dec. 2016,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"52,703,065,328",0.126304798
1244,Jan.-Dec. 2016,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,330,624,848",0.011640822
1273,Jan.-Dec. 2016,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,648,771,662",0.136503087
1302,Jan.-Dec. 2016,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"747,337,715",0.068067285
1331,Jan.-Dec. 2016,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,885,977,990",1.058344716
1360,Jan.-Dec. 2016,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,721,013,532",1.424329271
1389,Jan.-Dec. 2016,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,735,299,244",0.076759406
1418,Jan.-Dec. 2016,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"2,460,632,989",0.159199223
1447,Jan.-Dec. 2016,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"11,815,811,212",2.81601574
1476,Jan.-Dec. 2016,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,308,347,826",0.231734722
1505,Jan.-Dec. 2016,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,659,596,746",0.109731506
1534,Jan.-Dec. 2016,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,183,497,080",0.238226708
2059,Jan.-Dec. 2019,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2060,Jan.-Dec. 1991,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2061,Jan.-Dec. 1992,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2062,Jan.-Dec. 1993,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2063,Jan.-Dec. 1994,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2064,Jan.-Dec. 1995,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2065,Jan.-Dec. 1996,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2066,Jan.-Dec. 1997,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2067,Jan.-Dec. 1998,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2068,Jan.-Dec. 1999,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,653,172,601",
1563,Jan.-Dec. 2016,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"388,970,127",#VALUE!
1592,Jan.-Dec. 2016,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"123,440,793,995",40.57692391
1621,Jan.-Dec. 2016,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"392,493,848,427",3.169624453
1650,Jan.-Dec. 2016,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"124,629,658,061",0.241560942
1679,Jan.-Dec. 2016,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"37,364,954,659",0.072255378
1708,Jan.-Dec. 2016,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"146,806,300,879",0.906241871
1737,Jan.-Dec. 2016,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"50,437,416,832",0.273861503
1766,Jan.-Dec. 2016,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"12,449,229,852",0.063115977
1795,Jan.-Dec. 2016,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"37,589,611,378",0.59773598
1824,Jan.-Dec. 2016,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,838,119,800",0.116671763
1853,Jan.-Dec. 2016,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,312,112,957",0.329561609
1882,Jan.-Dec. 2016,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"43,080,246,558",2.137952801
1911,Jan.-Dec. 2016,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"12,325,210,107",0.2147535
2027,Jan.-Dec. 2016,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,192,229,869",0.183957149
2056,Jan.-Dec. 2016,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"59,877,304,321",2.65915239
2085,Jan.-Dec. 2016,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,332,118,220",0.218812903
1940,Jan.-Dec. 2016,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"7,334,567,867",0.097521928
1969,Jan.-Dec. 2016,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"22,407,847,927",0.988580679
1998,Jan.-Dec. 2016,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,745,137,206",0.193163099
2088,Jan.-Dec. 2019,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2089,Jan.-Dec. 1991,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2090,Jan.-Dec. 1992,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2091,Jan.-Dec. 1993,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2092,Jan.-Dec. 1994,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2093,Jan.-Dec. 1995,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2094,Jan.-Dec. 1996,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2095,Jan.-Dec. 1997,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2096,Jan.-Dec. 1998,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2097,Jan.-Dec. 1999,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2114,Jan.-Dec. 2016,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"86,998,580,131",#VALUE!
2143,Jan.-Dec. 2016,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"175,042,717,681",#VALUE!
2172,Jan.-Dec. 2016,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"30,099,530,282",0.114865598
2201,Jan.-Dec. 2016,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"51,451,806,904",0.250810388
2230,Jan.-Dec. 2016,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"74,449,339,568",0.912913781
2259,Jan.-Dec. 2016,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"13,236,618,623",0.105135013
2288,Jan.-Dec. 2016,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"194,458,794,284",2.217673141
2317,Jan.-Dec. 2016,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"175,564,174,551",0.845296351
2346,Jan.-Dec. 2016,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"39,541,529,121",0.106862364
27,Jan.-Dec. 2017,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"42,852,807,207",0.199217438
56,Jan.-Dec. 2017,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"105,903,583,050",1.285326004
85,Jan.-Dec. 2017,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"43,890,670,596",0.295050656
114,Jan.-Dec. 2017,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"106,287,555,917",0.709556965
143,Jan.-Dec. 2017,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"275,101,777,948",1.831835309
172,Jan.-Dec. 2017,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"63,748,071,135",0.167146969
201,Jan.-Dec. 2017,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,116,153,468",0.029854384
230,Jan.-Dec. 2017,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"17,663,709,809",0.239137551
259,Jan.-Dec. 2017,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,590,889,722",0.129262325
288,Jan.-Dec. 2017,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,110,420,992",0.240438357
2117,Jan.-Dec. 2019,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2118,Jan.-Dec. 1991,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2119,Jan.-Dec. 1992,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2120,Jan.-Dec. 1993,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2121,Jan.-Dec. 1994,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2122,Jan.-Dec. 1995,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2123,Jan.-Dec. 1996,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2124,Jan.-Dec. 1997,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2125,Jan.-Dec. 1998,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2126,Jan.-Dec. 1999,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
317,Jan.-Dec. 2017,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,090,990,863",#VALUE!
346,Jan.-Dec. 2017,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,724,756,774",#VALUE!
375,Jan.-Dec. 2017,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,792,764,213",0.165754997
404,Jan.-Dec. 2017,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"1,111,665,231",0.31603656
433,Jan.-Dec. 2017,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"121,429,531",0.041808394
462,Jan.-Dec. 2017,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"25,976,610,457",21.06619155
491,Jan.-Dec. 2017,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"135,237,259,198",5.181893325
520,Jan.-Dec. 2017,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"52,579,749,038",0.326149041
549,Jan.-Dec. 2017,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"34,687,968,123",0.184690239
578,Jan.-Dec. 2017,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"56,114,227,669",0.643012439
607,Jan.-Dec. 2017,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"14,049,173,221",0.154722836
636,Jan.-Dec. 2017,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,629,033,948",0.051722606
665,Jan.-Dec. 2017,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,244,521,621",0.52293321
694,Jan.-Dec. 2017,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"935,431,478",0.072663024
723,Jan.-Dec. 2017,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"24,384,767,233",2.395371275
752,Jan.-Dec. 2017,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"35,854,426,098",1.416040471
781,Jan.-Dec. 2017,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"8,480,266,017",0.140776553
810,Jan.-Dec. 2017,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"195,186,351,830",4.40256473
839,Jan.-Dec. 2017,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"278,535,071,072",1.367602968
2146,Jan.-Dec. 2019,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2147,Jan.-Dec. 1991,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"7,685,560,337",
2148,Jan.-Dec. 1992,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"7,762,187,626",
2149,Jan.-Dec. 1993,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"7,570,886,290",
2150,Jan.-Dec. 1994,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"8,607,873,426",
2151,Jan.-Dec. 1995,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"10,806,228,619",
2152,Jan.-Dec. 1996,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"11,748,537,952",
2153,Jan.-Dec. 1997,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"11,492,988,693",
2154,Jan.-Dec. 1998,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"13,542,038,656",
2155,Jan.-Dec. 1999,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"12,818,639,104",
868,Jan.-Dec. 2017,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"69,605,365,779",2.640499854
897,Jan.-Dec. 2017,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"13,374,973,185",0.162270363
926,Jan.-Dec. 2017,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"15,502,127,726",0.186816876
955,Jan.-Dec. 2017,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"2,055,949,932",0.071196549
984,Jan.-Dec. 2017,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"18,910,218,612",1.077009624
1013,Jan.-Dec. 2017,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"81,842,215,662",3.903537048
1042,Jan.-Dec. 2017,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"28,116,237,102",0.279062608
1071,Jan.-Dec. 2017,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"59,558,709,177",0.541647392
1100,Jan.-Dec. 2017,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"62,200,991,402",0.709450009
1129,Jan.-Dec. 2017,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"9,198,388,749",0.075545428
1158,Jan.-Dec. 2017,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"198,841,916,206",2.784924964
1187,Jan.-Dec. 2017,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"250,287,114,700",1.203070313
1216,Jan.-Dec. 2017,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"56,042,521,587",0.124780448
1245,Jan.-Dec. 2017,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,185,946,567",0.013664844
1274,Jan.-Dec. 2017,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,185,312,475",0.135904378
1303,Jan.-Dec. 2017,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"847,912,886",0.068538932
1332,Jan.-Dec. 2017,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"11,001,208,842",1.217860554
1361,Jan.-Dec. 2017,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,409,304,077",1.300459598
1390,Jan.-Dec. 2017,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,933,831,791",0.073222046
2175,Jan.-Dec. 2019,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2176,Jan.-Dec. 1991,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2177,Jan.-Dec. 1992,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2178,Jan.-Dec. 1993,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2179,Jan.-Dec. 1994,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2180,Jan.-Dec. 1995,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2181,Jan.-Dec. 1996,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2182,Jan.-Dec. 1997,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2183,Jan.-Dec. 1998,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2184,Jan.-Dec. 1999,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1419,Jan.-Dec. 2017,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"2,210,157,486",#VALUE!
1448,Jan.-Dec. 2017,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"11,749,916,703",#VALUE!
1477,Jan.-Dec. 2017,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,564,089,463",0.255305911
1506,Jan.-Dec. 2017,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,025,784,693",0.066983432
1535,Jan.-Dec. 2017,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,193,245,815",0.259973536
1564,Jan.-Dec. 2017,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"386,281,640",0.174076759
1593,Jan.-Dec. 2017,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"142,747,926,675",90.37381796
1622,Jan.-Dec. 2017,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"434,339,147,015",3.034488765
1651,Jan.-Dec. 2017,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"138,957,696,912",0.24079156
1680,Jan.-Dec. 2017,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"41,524,303,263",0.07243072
1709,Jan.-Dec. 2017,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"165,861,075,944",0.918989571
1738,Jan.-Dec. 2017,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"56,993,124,678",0.274817467
1767,Jan.-Dec. 2017,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"14,285,669,942",0.064103211
1796,Jan.-Dec. 2017,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"40,756,902,519",0.571795619
1825,Jan.-Dec. 2017,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"6,256,439,366",0.113665461
1854,Jan.-Dec. 2017,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,139,795,214",0.322031887
1883,Jan.-Dec. 2017,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"47,475,807,084",2.21888608
1912,Jan.-Dec. 2017,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"14,350,314,590",0.229181132
2028,Jan.-Dec. 2017,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"10,682,800,114",0.172787809
2204,Jan.-Dec. 2019,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2205,Jan.-Dec. 1991,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2206,Jan.-Dec. 1992,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2207,Jan.-Dec. 1993,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2208,Jan.-Dec. 1994,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2209,Jan.-Dec. 1995,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2210,Jan.-Dec. 1996,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2211,Jan.-Dec. 1997,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2212,Jan.-Dec. 1998,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2213,Jan.-Dec. 1999,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2057,Jan.-Dec. 2017,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"64,043,610,047",#VALUE!
2086,Jan.-Dec. 2017,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"15,372,806,213",#VALUE!
