"","year","country_origin_id","country_destination_id","hs92_product_id","export_val","export_val_pct"
"1",1995,"ARM","EGY","ALL",27860,"0.00013%"
"2",1995,"ARM","TZA","ALL",1898.84,"0.0000086%"
"3",1995,"ARM","ZAF","ALL",3800,"0.000017%"
"4",1995,"ARM","CHN","ALL",60225.26,"0.00027%"
"5",1995,"ARM","IND","ALL",252150.73,"0.0011%"
"6",1995,"ARM","JPN","ALL",188362.31,"0.00085%"
"7",1995,"ARM","KGZ","ALL",568176.88,"0.0026%"
"8",1995,"ARM","KOR","ALL",435288.88,"0.0020%"
"9",1995,"ARM","OMN","ALL",43499.13,"0.00020%"
"10",1995,"ARM","SAU","ALL",191988.61,"0.00087%"
"11",1995,"ARM","AUT","ALL",65275,"0.00029%"
"12",1995,"ARM","BLX","ALL",357161.24,"0.0016%"
"13",1995,"ARM","CHE","ALL",82999,"0.00038%"
"14",1995,"ARM","CZE","ALL",18401,"0.000083%"
"15",1995,"ARM","DEU","ALL",12919670.45,"0.058%"
"16",1995,"ARM","ESP","ALL",2364262.29,"0.011%"
"17",1995,"ARM","EST","ALL",6377.1,"0.000029%"
"18",1995,"ARM","FIN","ALL",6618,"0.000030%"
"19",1995,"ARM","FRA","ALL",245298.52,"0.0011%"
"20",1995,"ARM","GBR","ALL",253143.28,"0.0011%"
"21",1995,"ARM","GRC","ALL",83334,"0.00038%"
"22",1995,"ARM","ITA","ALL",1102621.79,"0.0050%"
"23",1995,"ARM","LTU","ALL",64404.47,"0.00029%"
"24",1995,"ARM","LVA","ALL",11193,"0.000051%"
"25",1995,"ARM","MDA","ALL",45201.73,"0.00020%"
"26",1995,"ARM","NLD","ALL",1675345,"0.0076%"
"27",1995,"ARM","ROU","ALL",1000,"0.0000045%"
"28",1995,"ARM","SVK","ALL",7738,"0.000035%"
"29",1995,"ARM","CAN","ALL",89305,"0.00040%"
"30",1995,"ARM","CRI","ALL",2401.83,"0.000011%"
"31",1995,"ARM","MEX","ALL",3000,"0.000014%"
"32",1995,"ARM","USA","ALL",15656435.12,"0.071%"
"33",1995,"ARM","BOL","ALL",21052.4,"0.000095%"
"34",1995,"ARM","BRA","ALL",13482.26,"0.000061%"
"35",1995,"ARM","COL","ALL",95003,"0.00043%"
"36",1995,"ARM","PER","ALL",41109.77,"0.00019%"
"37",1996,"ARM","DZA","ALL",4507,"0.000020%"
"38",1996,"ARM","EGY","ALL",147746.55,"0.00067%"
"39",1996,"ARM","ZAF","ALL",19175,"0.000087%"
"40",1996,"ARM","GEO","ALL",16574449,"0.075%"
"41",1996,"ARM","IND","ALL",99028,"0.00045%"
"42",1996,"ARM","JPN","ALL",95453.28,"0.00043%"
"43",1996,"ARM","KOR","ALL",404588.36,"0.0018%"
"44",1996,"ARM","MYS","ALL",4448,"0.000020%"
"45",1996,"ARM","SAU","ALL",82066.07,"0.00037%"
"46",1996,"ARM","THA","ALL",193159,"0.00087%"
"47",1996,"ARM","AUT","ALL",251793.88,"0.0011%"
"48",1996,"ARM","BGR","ALL",427585.03,"0.0019%"
"49",1996,"ARM","BLX","ALL",526826.03,"0.0024%"
"50",1996,"ARM","CHE","ALL",951109,"0.0043%"
"51",1996,"ARM","CZE","ALL",13080,"0.000059%"
"52",1996,"ARM","DEU","ALL",2367631.37,"0.011%"
"53",1996,"ARM","ESP","ALL",426095.49,"0.0019%"
"54",1996,"ARM","EST","ALL",121360,"0.00055%"
"55",1996,"ARM","FIN","ALL",17570.35,"0.000079%"
"56",1996,"ARM","FRA","ALL",1408722.21,"0.0064%"
"57",1996,"ARM","GBR","ALL",440187.68,"0.0020%"
"58",1996,"ARM","GRC","ALL",290485.38,"0.0013%"
"59",1996,"ARM","HUN","ALL",3000,"0.000014%"
"60",1996,"ARM","ITA","ALL",669233.93,"0.0030%"
"61",1996,"ARM","LTU","ALL",9399,"0.000042%"
"62",1996,"ARM","LVA","ALL",158406.62,"0.00072%"
"63",1996,"ARM","MDA","ALL",66414.74,"0.00030%"
"64",1996,"ARM","MLT","ALL",36545.16,"0.00017%"
"65",1996,"ARM","NLD","ALL",5388442.76,"0.024%"
"66",1996,"ARM","NOR","ALL",1020,"0.0000046%"
"67",1996,"ARM","ROU","ALL",12000,"0.000054%"
"68",1996,"ARM","RUS","ALL",37645741.5,"0.17%"
"69",1996,"ARM","SVK","ALL",7821,"0.000035%"
"70",1996,"ARM","UKR","ALL",3968818.72,"0.018%"
"71",1996,"ARM","YUG","ALL",158842.09,"0.00072%"
"72",1996,"ARM","CAN","ALL",26182.67,"0.00012%"
"73",1996,"ARM","USA","ALL",1202086.32,"0.0054%"
"74",1996,"ARM","AUS","ALL",3186.58,"0.000014%"
"75",1996,"ARM","BOL","ALL",11165,"0.000050%"
"76",1996,"ARM","BRA","ALL",7219,"0.000033%"
"77",1996,"ARM","CHL","ALL",7102,"0.000032%"
"78",1996,"ARM","COL","ALL",85668.56,"0.00039%"
"79",1996,"ARM","ECU","ALL",243068.21,"0.0011%"
"80",1996,"ARM","URY","ALL",8002,"0.000036%"
"81",1997,"ARM","EGY","ALL",1115722.96,"0.0050%"
"82",1997,"ARM","TZA","ALL",1187,"0.0000054%"
"83",1997,"ARM","ZAF","ALL",270133,"0.0012%"
"84",1997,"ARM","ARE","ALL",2884360,"0.013%"
"85",1997,"ARM","CYP","ALL",449314,"0.0020%"
"86",1997,"ARM","GEO","ALL",21989322.79,"0.099%"
"87",1997,"ARM","IDN","ALL",99118.21,"0.00045%"
"88",1997,"ARM","IND","ALL",18072,"0.000082%"
"89",1997,"ARM","IRN","ALL",51276019.1,"0.23%"
"90",1997,"ARM","ISR","ALL",27583.85,"0.00012%"
"91",1997,"ARM","JPN","ALL",99311.21,"0.00045%"
"92",1997,"ARM","KAZ","ALL",676994,"0.0031%"
"93",1997,"ARM","KGZ","ALL",33901,"0.00015%"
"94",1997,"ARM","KOR","ALL",67939.72,"0.00031%"
"95",1997,"ARM","LBN","ALL",4335968.96,"0.020%"
"96",1997,"ARM","OMN","ALL",841160.56,"0.0038%"
"97",1997,"ARM","PAK","ALL",213082,"0.00096%"
"98",1997,"ARM","SYR","ALL",2728470,"0.012%"
"99",1997,"ARM","THA","ALL",158070,"0.00071%"
"100",1997,"ARM","TJK","ALL",40794,"0.00018%"
"101",1997,"ARM","TKM","ALL",7740257,"0.035%"
"102",1997,"ARM","TUR","ALL",7079239,"0.032%"
"103",1997,"ARM","UZB","ALL",118131,"0.00053%"
"104",1997,"ARM","AUT","ALL",767408,"0.0035%"
"105",1997,"ARM","BGR","ALL",1250028.5,"0.0056%"
"106",1997,"ARM","BLR","ALL",1049696,"0.0047%"
"107",1997,"ARM","BLX","ALL",3835092.18,"0.017%"
"108",1997,"ARM","CHE","ALL",3297943,"0.015%"
"109",1997,"ARM","CZE","ALL",46079,"0.00021%"
"110",1997,"ARM","DEU","ALL",10834135.47,"0.049%"
"111",1997,"ARM","ESP","ALL",1276720.25,"0.0058%"
"112",1997,"ARM","EST","ALL",107644,"0.00049%"
"113",1997,"ARM","FRA","ALL",1249639.22,"0.0056%"
"114",1997,"ARM","GBR","ALL",993791,"0.0045%"
"115",1997,"ARM","GRC","ALL",302760.35,"0.0014%"
"116",1997,"ARM","HRV","ALL",24651,"0.00011%"
"117",1997,"ARM","HUN","ALL",32000,"0.00014%"
"118",1997,"ARM","IRL","ALL",79420,"0.00036%"
"119",1997,"ARM","ITA","ALL",936840.12,"0.0042%"
"120",1997,"ARM","LTU","ALL",333924.99,"0.0015%"
"121",1997,"ARM","LVA","ALL",199600.7,"0.00090%"
"122",1997,"ARM","MDA","ALL",114185,"0.00052%"
"123",1997,"ARM","MKD","ALL",24897.12,"0.00011%"
"124",1997,"ARM","NLD","ALL",1200162.78,"0.0054%"
"125",1997,"ARM","NOR","ALL",9531,"0.000043%"
"126",1997,"ARM","ROU","ALL",6929.41,"0.000031%"
"127",1997,"ARM","RUS","ALL",49262753.72,"0.22%"
"128",1997,"ARM","SVK","ALL",19399.51,"0.000088%"
"129",1997,"ARM","SVN","ALL",59810.45,"0.00027%"
"130",1997,"ARM","UKR","ALL",5444821.23,"0.025%"
"131",1997,"ARM","AIA","ALL",110000,"0.00050%"
"132",1997,"ARM","BHS","ALL",191691,"0.00087%"
"133",1997,"ARM","CAN","ALL",99994.66,"0.00045%"
"134",1997,"ARM","JAM","ALL",2873,"0.000013%"
"135",1997,"ARM","PAN","ALL",187246,"0.00085%"
"136",1997,"ARM","SLV","ALL",27595.33,"0.00012%"
"137",1997,"ARM","USA","ALL",8361395.04,"0.038%"
"138",1997,"ARM","CHL","ALL",8343,"0.000038%"
"139",1997,"ARM","ECU","ALL",259155.68,"0.0012%"
"140",1997,"ARM","PER","ALL",5655,"0.000026%"
"141",1998,"ARM","DZA","ALL",69764,"0.00032%"
"142",1998,"ARM","ZAF","ALL",98373,"0.00044%"
"143",1998,"ARM","CHN","ALL",14097,"0.000064%"
"144",1998,"ARM","GEO","ALL",5502594,"0.025%"
"145",1998,"ARM","IDN","ALL",44966,"0.00020%"
"146",1998,"ARM","IND","ALL",15129.06,"0.000068%"
"147",1998,"ARM","IRN","ALL",39792704.3,"0.18%"
"148",1998,"ARM","JPN","ALL",469504.72,"0.0021%"
"149",1998,"ARM","KOR","ALL",13032,"0.000059%"
"150",1998,"ARM","LBN","ALL",114566.29,"0.00052%"
"151",1998,"ARM","MYS","ALL",2702,"0.000012%"
"152",1998,"ARM","SAU","ALL",105192.53,"0.00048%"
"153",1998,"ARM","AUT","ALL",11175,"0.000051%"
"154",1998,"ARM","BGR","ALL",1244228.88,"0.0056%"
"155",1998,"ARM","BLR","ALL",1683761.02,"0.0076%"
"156",1998,"ARM","BLX","ALL",10770899.54,"0.049%"
"157",1998,"ARM","CHE","ALL",123558,"0.00056%"
"158",1998,"ARM","CZE","ALL",30969,"0.00014%"
"159",1998,"ARM","DEU","ALL",4946928.3,"0.022%"
"160",1998,"ARM","EST","ALL",4831,"0.000022%"
"161",1998,"ARM","FRA","ALL",478613.27,"0.0022%"
"162",1998,"ARM","GBR","ALL",1533907.72,"0.0069%"
"163",1998,"ARM","GRC","ALL",487139.85,"0.0022%"
"164",1998,"ARM","HRV","ALL",19492,"0.000088%"
"165",1998,"ARM","HUN","ALL",22000,"0.000099%"
"166",1998,"ARM","ITA","ALL",2543580.09,"0.011%"
"167",1998,"ARM","LTU","ALL",156314.44,"0.00071%"
"168",1998,"ARM","LVA","ALL",581731.48,"0.0026%"
"169",1998,"ARM","MDA","ALL",8034.84,"0.000036%"
"170",1998,"ARM","MKD","ALL",37397,"0.00017%"
"171",1998,"ARM","NLD","ALL",434053.48,"0.0020%"
"172",1998,"ARM","ROU","ALL",19694.69,"0.000089%"
"173",1998,"ARM","RUS","ALL",35694233.56,"0.16%"
"174",1998,"ARM","SWE","ALL",1377.97,"0.0000062%"
"175",1998,"ARM","UKR","ALL",4300872.46,"0.019%"
"176",1998,"ARM","YUG","ALL",2048140.05,"0.0093%"
"177",1998,"ARM","CAN","ALL",583229.93,"0.0026%"
"178",1998,"ARM","JAM","ALL",15124.96,"0.000068%"
"179",1998,"ARM","MEX","ALL",4570,"0.000021%"
"180",1998,"ARM","SLV","ALL",612360.94,"0.0028%"
"181",1998,"ARM","USA","ALL",11194161.25,"0.051%"
"182",1998,"ARM","PNG","ALL",7527,"0.000034%"
"183",1998,"ARM","PYF","ALL",4382,"0.000020%"
"184",1998,"ARM","COL","ALL",18361,"0.000083%"
"185",1998,"ARM","ECU","ALL",9447,"0.000043%"
"186",1998,"ARM","URY","ALL",1785,"0.0000081%"
"187",1999,"ARM","EGY","ALL",72341.24,"0.00033%"
"188",1999,"ARM","TZA","ALL",5262.29,"0.000024%"
"189",1999,"ARM","ZAF","ALL",1898,"0.0000086%"
"190",1999,"ARM","ARE","ALL",2507310,"0.011%"
"191",1999,"ARM","CHN","ALL",72398.52,"0.00033%"
"192",1999,"ARM","CYP","ALL",114560.08,"0.00052%"
"193",1999,"ARM","GEO","ALL",3430296.12,"0.016%"
"194",1999,"ARM","HKG","ALL",56371.32,"0.00025%"
"195",1999,"ARM","IDN","ALL",23787.47,"0.00011%"
"196",1999,"ARM","IND","ALL",1738.87,"0.0000079%"
"197",1999,"ARM","IRN","ALL",24371665.58,"0.11%"
"198",1999,"ARM","IRQ","ALL",1270,"0.0000057%"
"199",1999,"ARM","ISR","ALL",31876.75,"0.00014%"
"200",1999,"ARM","JPN","ALL",648505.45,"0.0029%"
"201",1999,"ARM","KAZ","ALL",218065,"0.00099%"
"202",1999,"ARM","KGZ","ALL",2580,"0.000012%"
"203",1999,"ARM","KOR","ALL",50613.35,"0.00023%"
"204",1999,"ARM","LBN","ALL",214835.93,"0.00097%"
"205",1999,"ARM","OMN","ALL",32492,"0.00015%"
"206",1999,"ARM","PAK","ALL",60301,"0.00027%"
"207",1999,"ARM","SAU","ALL",32421,"0.00015%"
"208",1999,"ARM","SYR","ALL",109239,"0.00049%"
"209",1999,"ARM","TKM","ALL",3623338.65,"0.016%"
"210",1999,"ARM","TUR","ALL",1122592,"0.0051%"
"211",1999,"ARM","UZB","ALL",232912,"0.0011%"
"212",1999,"ARM","VNM","ALL",22511,"0.00010%"
"213",1999,"ARM","AUT","ALL",35523.15,"0.00016%"
"214",1999,"ARM","BGR","ALL",979325.45,"0.0044%"
"215",1999,"ARM","BLR","ALL",1820746.1,"0.0082%"
"216",1999,"ARM","BLX","ALL",6846936.69,"0.031%"
"217",1999,"ARM","CHE","ALL",6231298.9,"0.028%"
"218",1999,"ARM","CZE","ALL",143047.85,"0.00065%"
"219",1999,"ARM","DEU","ALL",13648934.95,"0.062%"
"220",1999,"ARM","DNK","ALL",25284,"0.00011%"
"221",1999,"ARM","ESP","ALL",72966.39,"0.00033%"
"222",1999,"ARM","EST","ALL",140598.36,"0.00064%"
"223",1999,"ARM","FIN","ALL",43719.59,"0.00020%"
"224",1999,"ARM","FRA","ALL",734596.57,"0.0033%"
"225",1999,"ARM","GBR","ALL",9997587.91,"0.045%"
"226",1999,"ARM","GRC","ALL",297648.82,"0.0013%"
"227",1999,"ARM","HUN","ALL",39104,"0.00018%"
"228",1999,"ARM","IRL","ALL",203676.04,"0.00092%"
"229",1999,"ARM","ITA","ALL",1493576.42,"0.0067%"
"230",1999,"ARM","LTU","ALL",83812.97,"0.00038%"
"231",1999,"ARM","LVA","ALL",282117.83,"0.0013%"
"232",1999,"ARM","NLD","ALL",2174231.75,"0.0098%"
"233",1999,"ARM","POL","ALL",24995,"0.00011%"
"234",1999,"ARM","PRT","ALL",98968.95,"0.00045%"
"235",1999,"ARM","RUS","ALL",29206560.41,"0.13%"
"236",1999,"ARM","SVK","ALL",181435,"0.00082%"
"237",1999,"ARM","SWE","ALL",6230.34,"0.000028%"
"238",1999,"ARM","UKR","ALL",2227436.82,"0.010%"
"239",1999,"ARM","YUG","ALL",98507,"0.00045%"
"240",1999,"ARM","CAN","ALL",1666305.73,"0.0075%"
"241",1999,"ARM","MEX","ALL",15962,"0.000072%"
"242",1999,"ARM","SLV","ALL",25221.57,"0.00011%"
"243",1999,"ARM","USA","ALL",21121457.58,"0.095%"
"244",1999,"ARM","AUS","ALL",79670.81,"0.00036%"
"245",1999,"ARM","NZL","ALL",7806,"0.000035%"
"246",1999,"ARM","CHL","ALL",55419.16,"0.00025%"
"247",1999,"ARM","COL","ALL",16095.48,"0.000073%"
"248",1999,"ARM","ECU","ALL",8106.33,"0.000037%"
"249",1999,"ARM","XXA","ALL",3813,"0.000017%"
"250",2000,"ARM","DZA","ALL",6327,"0.000029%"
"251",2000,"ARM","EGY","ALL",69809,"0.00032%"
"252",2000,"ARM","MOZ","ALL",9618.01,"0.000043%"
"253",2000,"ARM","SDN","ALL",1875,"0.0000085%"
"254",2000,"ARM","ZAF","ALL",41475,"0.00019%"
"255",2000,"ARM","ZMB","ALL",11009,"0.000050%"
"256",2000,"ARM","ARE","ALL",5390225,"0.024%"
"257",2000,"ARM","CHN","ALL",1764655.78,"0.0080%"
"258",2000,"ARM","CYP","ALL",1634550.75,"0.0074%"
"259",2000,"ARM","GEO","ALL",6441641.12,"0.029%"
"260",2000,"ARM","HKG","ALL",45160,"0.00020%"
"261",2000,"ARM","IND","ALL",621360.13,"0.0028%"
"262",2000,"ARM","IRN","ALL",25503151.95,"0.12%"
"263",2000,"ARM","ISR","ALL",16292741.71,"0.074%"
"264",2000,"ARM","JOR","ALL",41847.12,"0.00019%"
"265",2000,"ARM","JPN","ALL",223454.98,"0.0010%"
"266",2000,"ARM","KAZ","ALL",1887031,"0.0085%"
"267",2000,"ARM","KGZ","ALL",11816.32,"0.000053%"
"268",2000,"ARM","KOR","ALL",49477.75,"0.00022%"
"269",2000,"ARM","KWT","ALL",2063,"0.0000093%"
"270",2000,"ARM","LBN","ALL",218387.02,"0.00099%"
"271",2000,"ARM","OMN","ALL",507571.53,"0.0023%"
"272",2000,"ARM","PAK","ALL",71886,"0.00032%"
"273",2000,"ARM","QAT","ALL",15565.55,"0.000070%"
"274",2000,"ARM","SAU","ALL",35473.2,"0.00016%"
"275",2000,"ARM","SGP","ALL",83381.7,"0.00038%"
"276",2000,"ARM","SYR","ALL",76956,"0.00035%"
"277",2000,"ARM","THA","ALL",8488,"0.000038%"
"278",2000,"ARM","TKM","ALL",3117974.14,"0.014%"
"279",2000,"ARM","TUR","ALL",1430278,"0.0065%"
"280",2000,"ARM","UZB","ALL",128370,"0.00058%"
"281",2000,"ARM","VNM","ALL",27271.04,"0.00012%"
"282",2000,"ARM","ALB","ALL",132339.39,"0.00060%"
"283",2000,"ARM","AUT","ALL",39028.26,"0.00018%"
"284",2000,"ARM","BGR","ALL",376453.73,"0.0017%"
"285",2000,"ARM","BLR","ALL",1399813.42,"0.0063%"
"286",2000,"ARM","BLX","ALL",76598877.95,"0.35%"
"287",2000,"ARM","CHE","ALL",14207884.97,"0.064%"
"288",2000,"ARM","CZE","ALL",120969.75,"0.00055%"
"289",2000,"ARM","DEU","ALL",24445025.6,"0.11%"
"290",2000,"ARM","ESP","ALL",194544.96,"0.00088%"
"291",2000,"ARM","EST","ALL",169663.9,"0.00077%"
"292",2000,"ARM","FIN","ALL",64478.76,"0.00029%"
"293",2000,"ARM","FRA","ALL",684363.84,"0.0031%"
"294",2000,"ARM","GBR","ALL",10334554.25,"0.047%"
"295",2000,"ARM","GRC","ALL",3427928.52,"0.015%"
"296",2000,"ARM","HUN","ALL",398667,"0.0018%"
"297",2000,"ARM","IRL","ALL",2214.75,"0.000010%"
"298",2000,"ARM","ITA","ALL",2935562.59,"0.013%"
"299",2000,"ARM","LTU","ALL",918306.34,"0.0041%"
"300",2000,"ARM","LVA","ALL",352073.64,"0.0016%"
"301",2000,"ARM","MDA","ALL",126241.62,"0.00057%"
"302",2000,"ARM","MKD","ALL",28537,"0.00013%"
"303",2000,"ARM","MLT","ALL",11291,"0.000051%"
"304",2000,"ARM","NLD","ALL",4327398.93,"0.020%"
"305",2000,"ARM","NOR","ALL",11676,"0.000053%"
"306",2000,"ARM","POL","ALL",33998,"0.00015%"
"307",2000,"ARM","PRT","ALL",8079,"0.000037%"
"308",2000,"ARM","ROU","ALL",399699,"0.0018%"
"309",2000,"ARM","RUS","ALL",43747548.72,"0.20%"
"310",2000,"ARM","SVK","ALL",5342.2,"0.000024%"
"311",2000,"ARM","SVN","ALL",9231,"0.000042%"
"312",2000,"ARM","SWE","ALL",124475.11,"0.00056%"
"313",2000,"ARM","UKR","ALL",3329442.97,"0.015%"
"314",2000,"ARM","YUG","ALL",268523,"0.0012%"
"315",2000,"ARM","BRB","ALL",2172,"0.0000098%"
"316",2000,"ARM","CAN","ALL",1709018.19,"0.0077%"
"317",2000,"ARM","MEX","ALL",3132.22,"0.000014%"
"318",2000,"ARM","SLV","ALL",1777.14,"0.0000080%"
"319",2000,"ARM","USA","ALL",39504729.44,"0.18%"
"320",2000,"ARM","VGB","ALL",14064,"0.000064%"
"321",2000,"ARM","AUS","ALL",22205,"0.00010%"
"322",2000,"ARM","NZL","ALL",47365,"0.00021%"
"323",2000,"ARM","BOL","ALL",1270,"0.0000057%"
"324",2000,"ARM","BRA","ALL",103794,"0.00047%"
"325",2000,"ARM","CHL","ALL",1766,"0.0000080%"
"326",2000,"ARM","COL","ALL",21949.62,"0.000099%"
"327",2000,"ARM","VEN","ALL",99535.83,"0.00045%"
"328",2001,"ARM","CIV","ALL",8000,"0.000036%"
"329",2001,"ARM","EGY","ALL",27162,"0.00012%"
"330",2001,"ARM","MLI","ALL",46078.61,"0.00021%"
"331",2001,"ARM","ZAF","ALL",29806,"0.00013%"
"332",2001,"ARM","ARE","ALL",7235517,"0.033%"
"333",2001,"ARM","BHR","ALL",13541,"0.000061%"
"334",2001,"ARM","CHN","ALL",148660.94,"0.00067%"
"335",2001,"ARM","CYP","ALL",2663948.19,"0.012%"
"336",2001,"ARM","GEO","ALL",7620748.53,"0.034%"
"337",2001,"ARM","HKG","ALL",1092005.85,"0.0049%"
"338",2001,"ARM","IDN","ALL",16718.38,"0.000076%"
"339",2001,"ARM","IND","ALL",128598.69,"0.00058%"
"340",2001,"ARM","IRN","ALL",27121830.81,"0.12%"
"341",2001,"ARM","ISR","ALL",31982275.98,"0.14%"
"342",2001,"ARM","JOR","ALL",97016,"0.00044%"
"343",2001,"ARM","JPN","ALL",104079.26,"0.00047%"
"344",2001,"ARM","KAZ","ALL",1538041.61,"0.0070%"
"345",2001,"ARM","KGZ","ALL",130377.34,"0.00059%"
"346",2001,"ARM","KOR","ALL",39184,"0.00018%"
"347",2001,"ARM","KWT","ALL",2548,"0.000012%"
"348",2001,"ARM","LBN","ALL",167688.16,"0.00076%"
"349",2001,"ARM","MAC","ALL",6957,"0.000031%"
"350",2001,"ARM","MYS","ALL",16950.47,"0.000077%"
"351",2001,"ARM","OMN","ALL",913928.3,"0.0041%"
"352",2001,"ARM","PAK","ALL",105817,"0.00048%"
"353",2001,"ARM","QAT","ALL",73091,"0.00033%"
"354",2001,"ARM","SAU","ALL",194171,"0.00088%"
"355",2001,"ARM","SGP","ALL",9063.64,"0.000041%"
"356",2001,"ARM","SYR","ALL",64241,"0.00029%"
"357",2001,"ARM","THA","ALL",8556,"0.000039%"
"358",2001,"ARM","TJK","ALL",241770,"0.0011%"
"359",2001,"ARM","TKM","ALL",803207,"0.0036%"
"360",2001,"ARM","TUR","ALL",888336,"0.0040%"
"361",2001,"ARM","UZB","ALL",51928,"0.00023%"
"362",2001,"ARM","VNM","ALL",143529.27,"0.00065%"
"363",2001,"ARM","AND","ALL",17141.11,"0.000077%"
"364",2001,"ARM","AUT","ALL",68362.76,"0.00031%"
"365",2001,"ARM","BGR","ALL",323201.75,"0.0015%"
"366",2001,"ARM","BLR","ALL",1472931.33,"0.0067%"
"367",2001,"ARM","BLX","ALL",48479379.1,"0.22%"
"368",2001,"ARM","CHE","ALL",23335709.3,"0.11%"
"369",2001,"ARM","DEU","ALL",14073290.94,"0.064%"
"370",2001,"ARM","DNK","ALL",4423,"0.000020%"
"371",2001,"ARM","ESP","ALL",259721.11,"0.0012%"
"372",2001,"ARM","EST","ALL",11910.77,"0.000054%"
"373",2001,"ARM","FIN","ALL",624225,"0.0028%"
"374",2001,"ARM","FRA","ALL",720673.86,"0.0033%"
"375",2001,"ARM","GBR","ALL",19841630.1,"0.090%"
"376",2001,"ARM","GIB","ALL",3424580,"0.015%"
"377",2001,"ARM","GRC","ALL",2677513.77,"0.012%"
"378",2001,"ARM","HUN","ALL",847962,"0.0038%"
"379",2001,"ARM","IRL","ALL",12510,"0.000057%"
"380",2001,"ARM","ITA","ALL",7884132.71,"0.036%"
"381",2001,"ARM","LTU","ALL",1068557.71,"0.0048%"
"382",2001,"ARM","LVA","ALL",372110.11,"0.0017%"
"383",2001,"ARM","MDA","ALL",179131.5,"0.00081%"
"384",2001,"ARM","NLD","ALL",4046680.09,"0.018%"
"385",2001,"ARM","NOR","ALL",8582,"0.000039%"
"386",2001,"ARM","POL","ALL",30701,"0.00014%"
"387",2001,"ARM","PRT","ALL",11307.53,"0.000051%"
"388",2001,"ARM","ROU","ALL",2647000,"0.012%"
"389",2001,"ARM","RUS","ALL",58900789.95,"0.27%"
"390",2001,"ARM","SVK","ALL",13638,"0.000062%"
"391",2001,"ARM","SVN","ALL",1270,"0.0000057%"
"392",2001,"ARM","SWE","ALL",25427,"0.00011%"
"393",2001,"ARM","UKR","ALL",8509339,"0.038%"
"394",2001,"ARM","YUG","ALL",2652662.49,"0.012%"
"395",2001,"ARM","BHS","ALL",202105,"0.00091%"
"396",2001,"ARM","CAN","ALL",1401866.42,"0.0063%"
"397",2001,"ARM","CUB","ALL",6321.04,"0.000029%"
"398",2001,"ARM","MEX","ALL",124288.03,"0.00056%"
"399",2001,"ARM","NIC","ALL",394535,"0.0018%"
"400",2001,"ARM","PAN","ALL",32410.67,"0.00015%"
"401",2001,"ARM","SLV","ALL",1070.3,"0.0000048%"
"402",2001,"ARM","USA","ALL",58507906.31,"0.26%"
"403",2001,"ARM","VGB","ALL",1696937,"0.0077%"
"404",2001,"ARM","AUS","ALL",111872.97,"0.00051%"
"405",2001,"ARM","NZL","ALL",82732.33,"0.00037%"
"406",2001,"ARM","PNG","ALL",14945,"0.000068%"
"407",2001,"ARM","ARG","ALL",1100,"0.0000050%"
"408",2001,"ARM","BOL","ALL",2611,"0.000012%"
"409",2001,"ARM","BRA","ALL",40406,"0.00018%"
"410",2001,"ARM","CHL","ALL",33458.74,"0.00015%"
"411",2001,"ARM","COL","ALL",50103,"0.00023%"
"412",2001,"ARM","ECU","ALL",40048.12,"0.00018%"
"413",2001,"ARM","GUY","ALL",1257227.93,"0.0057%"
"414",2001,"ARM","VEN","ALL",20326,"0.000092%"
"415",2002,"ARM","GAB","ALL",12874,"0.000058%"
"416",2002,"ARM","NGA","ALL",615000,"0.0028%"
"417",2002,"ARM","UGA","ALL",6307,"0.000029%"
"418",2002,"ARM","ZAF","ALL",374838,"0.0017%"
"419",2002,"ARM","ARE","ALL",13882178,"0.063%"
"420",2002,"ARM","CHN","ALL",4061589.87,"0.018%"
"421",2002,"ARM","CYP","ALL",1114589.67,"0.0050%"
"422",2002,"ARM","GEO","ALL",5832320.27,"0.026%"
"423",2002,"ARM","HKG","ALL",4490606.95,"0.020%"
"424",2002,"ARM","IDN","ALL",1326.44,"0.0000060%"
"425",2002,"ARM","IND","ALL",467556.31,"0.0021%"
"426",2002,"ARM","IRN","ALL",29717975.16,"0.13%"
"427",2002,"ARM","ISR","ALL",85426465.12,"0.39%"
"428",2002,"ARM","JOR","ALL",2250,"0.000010%"
"429",2002,"ARM","JPN","ALL",937886.91,"0.0042%"
"430",2002,"ARM","KAZ","ALL",1051939.26,"0.0048%"
"431",2002,"ARM","KGZ","ALL",174588.5,"0.00079%"
"432",2002,"ARM","KOR","ALL",943034.92,"0.0043%"
"433",2002,"ARM","KWT","ALL",6232.87,"0.000028%"
"434",2002,"ARM","LBN","ALL",335574.76,"0.0015%"
"435",2002,"ARM","MAC","ALL",53560,"0.00024%"
"436",2002,"ARM","MYS","ALL",65480,"0.00030%"
"437",2002,"ARM","OMN","ALL",2703066.26,"0.012%"
"438",2002,"ARM","QAT","ALL",28211.62,"0.00013%"
"439",2002,"ARM","SAU","ALL",317972.23,"0.0014%"
"440",2002,"ARM","SYR","ALL",196239,"0.00089%"
"441",2002,"ARM","TJK","ALL",128000,"0.00058%"
"442",2002,"ARM","TKM","ALL",2680709,"0.012%"
"443",2002,"ARM","TUR","ALL",234784,"0.0011%"
"444",2002,"ARM","UZB","ALL",215966,"0.00098%"
"445",2002,"ARM","VNM","ALL",47690.78,"0.00022%"
"446",2002,"ARM","XXB","ALL",281060,"0.0013%"
