"","country_origin_id","year","hhi"
"110","KAZ",2012,759.552841066201
"111","KAZ",2013,788.780571438138
"112","KAZ",2014,626.040583546182
"113","KAZ",2015,604.230466869432
"114","KAZ",2016,557.10482316908
"115","KAZ",2017,547.580595771531
"116","KGZ",1995,1565.81285413963
"117","KGZ",1996,1912.90170277676
"118","KGZ",1997,2699.79189672355
"119","KGZ",1998,3092.71351511138
"120","KGZ",1999,2639.96693328575
"121","KGZ",2000,1710.22422767051
"122","KGZ",2001,1672.77419947779
"123","KGZ",2002,1143.86671193793
"124","KGZ",2003,1291.697447511
"125","KGZ",2004,1317.81441598402
"126","KGZ",2005,1377.59616063689
"127","KGZ",2006,1545.48304082153
"128","KGZ",2007,1378.99803763679
"129","KGZ",2008,2132.59095767673
"130","KGZ",2009,2322.77703048254
"131","KGZ",2010,1497.06558454263
"132","KGZ",2011,2205.86021764312
"133","KGZ",2012,1792.01826857079
"134","KGZ",2013,1487.71140237262
"135","KGZ",2014,2592.13776389468
"136","KGZ",2015,1662.60919047228
"137","KGZ",2016,1197.02077273069
"138","KGZ",2017,1312.60139950608
"139","MDA",1995,2087.92564212846
"140","MDA",1996,2868.84519605856
"141","MDA",1997,4689.68391586838
"142","MDA",1998,2216.14317567753
"143","MDA",1999,1538.71293968544
"144","MDA",2000,1692.03547439799
"145","MDA",2001,1554.35488054904
"146","MDA",2002,1318.31749515227
"147","MDA",2003,1527.85764133206
"148","MDA",2004,1395.84799905862
"149","MDA",2005,1555.5237459134
"150","MDA",2006,987.273966249278
"151","MDA",2007,1090.48736344987
"152","MDA",2008,950.901117012818
"153","MDA",2009,1007.60870339324
"154","MDA",2010,1030.53942945548
"155","MDA",2011,1146.31328211694
"156","MDA",2012,1211.40055434125
"157","MDA",2013,977.169073232424
"158","MDA",2014,831.303255837706
"159","MDA",2015,890.256967156618
"160","MDA",2016,922.648504714805
"161","MDA",2017,976.8243926452
"162","TJK",1995,872.461166723244
"163","TJK",1996,1424.12998442494
"164","TJK",1997,1530.71959584192
"165","TJK",1998,1004.79503074185
"166","TJK",1999,1899.25104550557
"167","TJK",2000,3387.25478923158
"168","TJK",2001,1663.32828557866
"169","TJK",2002,876.781938264558
"170","TJK",2003,721.798700695112
"171","TJK",2004,647.233129889517
"172","TJK",2005,1438.9219373054
"173","TJK",2006,780.304796957929
"174","TJK",2007,921.228385171691
"175","TJK",2008,1078.08223514483
"176","TJK",2009,1372.46374514662
"177","TJK",2010,1325.27731232217
"178","TJK",2011,1458.37426575498
"179","TJK",2012,1775.34630262758
"180","TJK",2013,2787.46440761517
"181","TJK",2014,1664.85683290698
"182","TJK",2015,1358.24896735005
"183","TJK",2016,1445.31263124982
"184","TJK",2017,1885.47768234371
"185","TKM",1995,1347.27066840896
"186","TKM",1996,1710.04907751709
"187","TKM",1997,5060.78240141795
"188","TKM",1998,1163.02717684196
"189","TKM",1999,3051.04893825376
"190","TKM",2000,3308.81351341737
"191","TKM",2001,5049.92132117335
"192","TKM",2002,5064.24283071164
"193","TKM",2003,4456.51373545974
"194","TKM",2004,3148.89075923753
"195","TKM",2005,3180.97155536117
"196","TKM",2006,4121.30493046821
"197","TKM",2007,5268.02085180356
"198","TKM",2008,4982.70051623631
"199","TKM",2009,1607.9684124599
"200","TKM",2010,1901.70172710581
"201","TKM",2011,4079.21612674097
"202","TKM",2012,6546.55839833414
"203","TKM",2013,6020.9001516954
"204","TKM",2014,6566.7680707121
"205","TKM",2015,6209.97618023597
"206","TKM",2016,5103.37572814998
"207","TKM",2017,7013.84786324147
"208","UKR",1995,643.238660015454
"209","UKR",1996,1468.58111737979
"210","UKR",1997,807.796379687449
"211","UKR",1998,660.111221889154
"212","UKR",1999,605.151378390426
"213","UKR",2000,731.483865789716
"214","UKR",2001,613.728433810518
"215","UKR",2002,472.015311081647
"216","UKR",2003,493.254127150811
"217","UKR",2004,483.487148518694
"218","UKR",2005,560.71292259907
"219","UKR",2006,628.594393791425
"220","UKR",2007,751.900594443341
"221","UKR",2008,639.413031407318
"222","UKR",2009,564.598244515973
"223","UKR",2010,752.912428095033
"224","UKR",2011,887.236874129285
"225","UKR",2012,765.143650379368
"226","UKR",2013,715.389272626677
"227","UKR",2014,528.691909923139
"228","UKR",2015,425.263117708925
"229","UKR",2016,422.81695330171
"230","UKR",2017,353.506037124227
"231","UZB",1995,824.370699539419
"232","UZB",1996,1038.75623856827
"233","UZB",1997,1386.48994930319
"234","UZB",1998,1217.52690931481
"235","UZB",1999,1282.86788260637
"236","UZB",2000,1336.23721279241
"237","UZB",2001,1171.07075201716
"238","UZB",2002,842.987847485204
"239","UZB",2003,872.921803863032
"240","UZB",2004,938.049924427632
"241","UZB",2005,969.925832443233
"242","UZB",2006,1211.85021634799
"243","UZB",2007,1092.59632266828
"244","UZB",2008,1426.05355912042
"245","UZB",2009,1553.34089314178
"246","UZB",2010,1495.93574616095
"247","UZB",2011,1353.60855303423
"248","UZB",2012,1826.35814086472
"249","UZB",2013,1887.57721534302
"250","UZB",2014,1707.164257975
"251","UZB",2015,1867.07401911339
"252","UZB",2016,2363.5542713459
"253","UZB",2017,2521.55679218434
